team	year	number	position	name	games_played	points	minutes	goals	assists	shots	fouls
Springfield Demize	2012	12	M	Walton, Matthew	16	1	1129	0	1	1	8
St. Louis Lions	2012	20	D	Anzalone, Chris	2		43	0	0	0	0
St. Louis Lions	2012	1	GK	Berner, John	6		540	0	0	0	0
St. Louis Lions	2012	19	D	Bradaric, Alen	15		1216	0	0	0	12
St. Louis Lions	2012	11	M	Brown, Jonathan	16	2	1440	0	2	6	24
St. Louis Lions	2012	16	M	Caballero, Daniel	13		519	0	0	6	10
St. Louis Lions	2012	7	F	Carreiro, Marcelo	7	1	409	0	1	4	5
St. Louis Lions	2012	5	D	Cavka, Ernad	11		429	0	0	0	7
St. Louis Lions	2012	13	D	Childers, Bryce	7	2	278	1	0	3	9
St. Louis Lions	2012	32	M	Clayes, Martin	3		150			2	6
St. Louis Lions	2012	8	M	Crane, Steven	10	2	705	1	0	5	7
St. Louis Lions	2012	31	GK	Derrington, Matthew	1		44				
St. Louis Lions	2012	12	M	Dos Santos, Diego	9	2	286	1	0	5	2
St. Louis Lions	2012	14	D	Dowell, Kory	1		4	0	0	0	0
St. Louis Lions	2012	25	M	Hundelt, Zach	2		27	0	0	0	1
St. Louis Lions	2012	9	F	John-Williams, Gerard	12	7	863	3	1	14	20
St. Louis Lions	2012	29	D	Kelly, Patrick	15		939	0	0	6	11
St. Louis Lions	2012	2	D	Kranz, Greg	6		350	0	0	2	4
St. Louis Lions	2012	10	M	Kranz, Kenny	4	2	182	1		3	1
St. Louis Lions	2012	24	D	Lovegrove, Jamie	14	10	1183	5	0	14	17
St. Louis Lions	2012	23	D	Lovegrove, Dean	10	5	848	2	1	15	20
St. Louis Lions	2012	15	M	Matthews, Chris	13	2	745	1	0	7	7
St. Louis Lions	2012	4	M	Maw, Jai	10	2	708	1	0	6	15
St. Louis Lions	2012	10	F	Merlo, John	8	1	618	0	1	11	13
St. Louis Lions	2012	18	D	Mesle, Michael	11		538	0	0	1	7
St. Louis Lions	2012	6	F	Nguyen, Philip	10		338	0	0	2	2
St. Louis Lions	2012	25	D	Percival, Alan	2		113	0	0	0	1
St. Louis Lions	2012	8	F	Skillen, Jamie	5	1	267	0	1	6	6
St. Louis Lions	2012	30	GK	Thomas, Samuel	9		766	0	0	0	0
St. Louis Lions	2012	17	D	Wilson, Blake	13		1070	0	0	2	1
Thunder Bay Chill	2012	20	M	Altamirano, Jose	14	9	1008	2	5	12	12
Thunder Bay Chill	2012	6	M	Alvarez, Fernando	14	4	1003	2	0	14	10
Thunder Bay Chill	2012	19	D	Buthelezi, Sicelo	15		1281	0	0	0	7
Thunder Bay Chill	2012	2	D	Czaczkowski, Jonathan	5		92	0	0	1	4
Thunder Bay Chill	2012	17	D	Dillon, Paul	16	2	1340	0	2	4	8
Thunder Bay Chill	2012	5	M	Farahani, Jordian	15	3	1022	1	1	4	22
Thunder Bay Chill	2012	12	GK	Gouabe, Karl	3		270	0	0	0	0
Thunder Bay Chill	2012	14	F	Hoy, Gavin	8	4	225	2	0	4	2
Thunder Bay Chill	2012	15	M	Jansson, Sebastian	8	2	294	1	0	2	3
Thunder Bay Chill	2012	8	M	Luak, Mat	5	2	336	1	0	5	3
Thunder Bay Chill	2012	18	D	Maund, Max	9		342	0	0	3	4
Thunder Bay Chill	2012	11	F	McCrillis, Samuel	7	3	163	1	1	10	3
Thunder Bay Chill	2012	13	D	Neighbour, James	4		208	0	0	1	5
Thunder Bay Chill	2012	9	F	Oliveira Silva, Sullivan	15	32	1284	13	6	62	17
Thunder Bay Chill	2012	1	GK	Paterson, Stephen	13		1170	0	0	0	3
Thunder Bay Chill	2012	16	M	Phillips, Jarryd	9		316	0	0	1	6
Thunder Bay Chill	2012	3	M	Roberts, Dominic	14	7	803	3	1	13	16
Thunder Bay Chill	2012	24	D	Robertson, Zetroy	16	1	1223	0	1	1	5
Thunder Bay Chill	2012	4	D	Sjoberg, Axel	15	5	1258	2	1	10	12
Thunder Bay Chill	2012	9	F	Velez Rodriguez, Juan	15	26	1245	9	8	40	19
Thunder Bay Chill	2012	25	M	Villon, Abraham	12	8	798	3	2	8	11
Thunder Bay Chill	2012	21	M	Ziada, Bryce	2		60	0	0	0	1
WSA Winnipeg	2012	25	D	Allieu, Michael	16		1035	0	0	1	12
WSA Winnipeg	2012	22	M	Amador, Omar	13	2	820	1	0	7	13
WSA Winnipeg	2012	9	F	Badescu, Aaron	5		90			1	9
WSA Winnipeg	2012	40	F	Cheater, Christian	2	2	75	1		1	4
WSA Winnipeg	2012	11	F	Danto, Moses	15	19	1316	8	3	32	26
WSA Winnipeg	2012	23	M	Demelo, Daniel	11	3	637	1	1	4	13
WSA Winnipeg	2012	21	GK	Farago, Tyson	9		752	0	0	0	0
WSA Winnipeg	2012	28	M	Ignat, Alex	9		510	0	0	1	17
WSA Winnipeg	2012	5	M	Kabamba, Balex	15		1209	0	0	7	17
WSA Winnipeg	2012	8	M	Kulczycki, Gregory	16	3	1396	1	1	11	11
WSA Winnipeg	2012	4	D	Moraldo, Kyle	10	1	670	0	1	1	3
WSA Winnipeg	2012	19	F	Musse, Ali	12	5	829	2	1	17	3
WSA Winnipeg	2012	15	D	Nordman, Kristjan	16		1382	0	0	3	24
WSA Winnipeg	2012	29	GK	O'Connor, Dylan	8		688	0	0	0	0
WSA Winnipeg	2012	12	F	Okwuidili, Samuel	10		767	0	0	2	23
WSA Winnipeg	2012	27	F	Ramjiawan, Ryan	11	1	739	0	1	3	7
WSA Winnipeg	2012	16	D	Rosales, William	16		944	0	0	1	9
WSA Winnipeg	2012	17	D	Smith, Jordan	16		1440	0	0	0	12
WSA Winnipeg	2012	20	M	Tochez, Miguel	12	2	509	1	0	4	11
Baltimore Bohemians	2012	24	D	Ballo, Oumar	14		1254	0	0	8	6
Baltimore Bohemians	2012	4	M	Barreiro, Christian	13	13	999	3	7	26	4
Baltimore Bohemians	2012	22	M	Bulls, Andrew	3		186	0	0	3	5
Baltimore Bohemians	2012	5	D	Cannon, Garland	14		705	0	0	1	5
Baltimore Bohemians	2012	9	F	Caringi, Peter	12	4	576	2	0	11	11
Baltimore Bohemians	2012	24	D	Dennis, Eli	2		180	0	0	1	3
Baltimore Bohemians	2012	28	D	Elton, Joe	10	3	471	1	1	2	10
Baltimore Bohemians	2012	27	D	Fernandez, Marquez	13	4	1044	2	0	7	8
Baltimore Bohemians	2012	15	M	Graham, Brian	15	6	827	2	2	11	6
Baltimore Bohemians	2012	13	M	Griggs, Julian	1		45	0	0	0	0
Baltimore Bohemians	2012	23	F	Kirkwood, Jeremy	2		63	0	0	0	0
Baltimore Bohemians	2012	21	F	Kovach, Michael	3		154	0	0	0	0
Baltimore Bohemians	2012	3	D	Makinde, Moses	1		90	0	0	1	2
Baltimore Bohemians	2012	21	F	Mamadou, Kansaye	11		796	0	0	6	7
Baltimore Bohemians	2012	7	F	McCord, Kyle	12	2	700	1	0	10	7
Baltimore Bohemians	2012	2	D	Meyer, Joseph	10		795	0	0	4	3
Baltimore Bohemians	2012	11	M	Molloy, Michael	8		246	0	0	0	0
Baltimore Bohemians	2012	26	F	Onwuka, Kingsley	15	10	797	5	0	22	14
Baltimore Bohemians	2012	4	F	Panian, Chris	4	2	142	1	0	2	0
Baltimore Bohemians	2012	6	M	Raley, Michael	14	3	1074	1	1	9	13
Baltimore Bohemians	2012	8	D	Roberts, Hugh	14	1	1204	0	1	8	10
Baltimore Bohemians	2012	1	GK	Saunders, Phillip	10		771	0	0	0	0
Baltimore Bohemians	2012	10	F	Somerville, Christopher	13	4	923	2	0	16	17
Baltimore Bohemians	2012	30	GK	Tatum, Jordan	8		675	0	0	0	0
Baltimore Bohemians	2012	14	M	Vaeth, David	13		729	0	0	4	7
Baltimore Bohemians	2012	20	D	Williams, Dwayne	1		65	0	0	0	1
Baltimore Bohemians	2012	3	D	Woodberry, London	4		359	0	0	1	9
Bermuda Hogges	2012	2	D	Andrade, Daniel	1		90				
Bermuda Hogges	2012	8	M	Bascome, Drewonde	13	1	632	0	1	3	9
Bermuda Hogges	2012	5	D	Bather, Jaylon	7		630	0	0	1	2
Bermuda Hogges	2012	11	M	Bean, Wayne	7	8	617	3	2	19	2
Bermuda Hogges	2012	12	GK	Bell, Tahj	12		956	0	0	0	0
Bermuda Hogges	2012	2	D	Burgess, Tyrell	7		584			6	10
Bermuda Hogges	2012	17	M	Castle, Casey	2		97			1	
Bermuda Hogges	2012	10	F	Coddington, Damico	13	7	936	3	1	18	11
Bermuda Hogges	2012	3	D	Cox, Darius	10		894	0	0	4	10
Bermuda Hogges	2012	2	D	Darrell, Seion	9		693	0	0	3	4
Bermuda Hogges	2012	3	D	Deshields, Rakeem	9		525	0	0	1	8
Bermuda Hogges	2012	16	F	Dickinson, Jahron	6	2	168	1	0	2	2
Bermuda Hogges	2012	17	F	Dill, Lashun	12	5	496	2	1	13	3
Bermuda Hogges	2012	12	GK	Hall, Troy	6		484	0	0	0	0
Bermuda Hogges	2012	4	D	Lee, Roger	14	1	1214	0	1	0	19
Bermuda Hogges	2012	10	M	Lewis, Zico	8		393	0	0	7	2
Bermuda Hogges	2012	10	D	Ming, Damon	15	2	955	1	0	6	16
Bermuda Hogges	2012	15	M	Ming, Wendell Tre	7	4	514	1	2	3	2
Bermuda Hogges	2012	3	D	Nusum, John	1		80			1	1
Bermuda Hogges	2012	13	M	Robinson, Cecoy	6		270	0	0	2	2
Bermuda Hogges	2012	11	F	Russell, Antwan	11	9	850	4	1	18	8
Bermuda Hogges	2012	14	F	Sharrieff, Idrees	4	2	186	1	0	0	3
Bermuda Hogges	2012	6	M	Simmons, Angelo	9	3	596	1	1	10	3
Bermuda Hogges	2012	17	F	Simmons, LeJaun	4		192	0	0	2	0
Bermuda Hogges	2012	13	D	Smith, Shakir	10		547	0	0	8	5
Bermuda Hogges	2012	7	F	Swan, Jahmel	15		1297	0	0	8	21
Bermuda Hogges	2012	13	M	Thomas, Marcelos	4		54	0	0	1	1
Bermuda Hogges	2012	7	M	Tucker, Troy	7		571	0	0	7	12
Bermuda Hogges	2012	16	D	Williams, Dominique	4	1	308	0	1	0	1
Central Jersey Spartans	2012	6	M	Asiamah, Evans	10	3	660	0	3	9	16
Central Jersey Spartans	2012	8	M	Ballo, Guy	8	1	720	0	1	5	14
Central Jersey Spartans	2012	1	GK	Blackburn, Alexander	9		663	0	0	0	0
Central Jersey Spartans	2012	7	M	Butcher, Joe	9	3	245	1	1	4	3
Central Jersey Spartans	2012	19	D	Christiansen, William	13		743	0	0	2	9
Central Jersey Spartans	2012	30	M	Ehrenworth, Paul	2		42				
Central Jersey Spartans	2012	5	D	Farrell, Matthew	12	2	1071	1	0	1	19
Central Jersey Spartans	2012	26	D	Fields, Jacob	3		64	0	0	1	0
Central Jersey Spartans	2012	23	D	Hartley, Ramsey	1		11				
Central Jersey Spartans	2012	14	F	Iloka, Precious	8	2	364	1	0	4	2
Central Jersey Spartans	2012	1	GK	Louisignau, Daniel	9		735			1	2
Central Jersey Spartans	2012	18	M	Louisignau, Jonathan	12	6	940	3	0	10	21
Central Jersey Spartans	2012	4	D	Makowski, Christopher	15		1179	0	0	2	4
Central Jersey Spartans	2012	10	F	McCormick, Joel	7		375	0	0	3	2
Central Jersey Spartans	2012	20	F	Morris, Ryan	2		53	0	0	0	0
Central Jersey Spartans	2012	25	D	Mulinge, Jacob	7		333	0	0	2	1
Central Jersey Spartans	2012	15	M	Nigro, Matthew	7		376	0	0	0	0
Central Jersey Spartans	2012	23	M	Ockford, James	12		1013	0	0	4	20
Central Jersey Spartans	2012	9	F	Tahi, Claude	10	12	864	6	0	24	28
Central Jersey Spartans	2012	2	D	Tessler, Ryan	14		1153	0	0	1	10
Central Jersey Spartans	2012	16	M	Tychowski, Callum	6		397	0	0	4	6
Central Jersey Spartans	2012	3	D	Whalen, Ryan	16		1440	0	0	2	5
Central Jersey Spartans	2012	17	D	Wiltse, Matthew	4		263	0	0	0	3
Central Jersey Spartans	2012	24	M	Wysocki, Christopher	13	2	570	1	0	6	3
Central Jersey Spartans	2012	21	M	Wysocki, Ben	15		1303	0	0	7	12
Jersey Express	2012	16	M	Alesci, Frank	5		174	0	0	1	1
Jersey Express	2012	2	M	Castellanos, Franklin	2		57	0	0	1	2
Jersey Express	2012	10	F	Coulibaly, Abdoulaye	14	11	1053	3	5	12	14
Jersey Express	2012	12	F	Dacres, Kadeem	12	6	615	3	0	13	8
Jersey Express	2012	28	GK	Diaz, Rafael	11		990	0	0	0	0
Jersey Express	2012	4	D	Edwards, Chris	7	1	403	0	1	1	4
Jersey Express	2012	24	D	Fisher, Oniel	1		45			1	
Jersey Express	2012	5	D	Foster, Shawn	11	4	900	1	2	1	6
Jersey Express	2012	15	M	Himeno, Adam	14	2	730	1	0	11	10
Jersey Express	2012	18	F	Hines, Walter	13	7	660	3	1	12	6
Jersey Express	2012	20	M	Jerome, Jean	1		22	0	0	0	1
Jersey Express	2012	14	D	Karcz, Christopher	15	8	1056	3	2	11	12
Jersey Express	2012	20	M	Keegan, Jake	3	3	257	1	1	6	0
Jersey Express	2012	11	F	Laventure, Jerrod	6	7	364	3	1	8	2
Jersey Express	2012	6	D	Lebo, Christopher	14	1	1170	0	1	11	6
Jersey Express	2012	23	F	Malcolm, Kemal	9	2	245	1	0	11	3
Jersey Express	2012	3	D	N'guessan, Kouassi Sylvain	16		1395	0	0	3	21
Jersey Express	2012	17	D	Niouky, Louis Joseph	16	2	1322	0	2	2	15
Jersey Express	2012	8	M	Otto, Ansger	14	5	628	2	1	10	10
Jersey Express	2012	9	F	Ovenseri, Joseph	14	23	997	11	1	48	10
Jersey Express	2012	21	F	Sadaoui, Noah	1		28	0	0	0	0
Jersey Express	2012	2	M	Saintil, Jerry	1		90				1
Jersey Express	2012	33	M	Salmon, Yannick	13	1	936	0	1	4	11
Jersey Express	2012	21	M	Sangary, Moriken	4		125	0	0	3	5
Jersey Express	2012	29	GK	Stagmiller, Jordan	2		180	0	0	0	0
Jersey Express	2012	32	D	Tardy, John	2		135				
Jersey Express	2012	1	GK	Walsh, William	3		270	0	0	0	0
Jersey Express	2012	7	M	Watson, Jason	14		1052	0	0	3	22
Long Island Rough Riders	2012	10	M	Arikian, Ben	14	14	1199	5	4	29	20
Long Island Rough Riders	2012	15	M	Arnone, Tyler	7	3	625	1	1	10	4
Long Island Rough Riders	2012	19	D	Barea, Stephan	4	2	341	1	0	4	10
Long Island Rough Riders	2012	16	M	Barnathan, Dakota	7	4	440	2	0	7	1
Long Island Rough Riders	2012	1	GK	Booth, Thomas	8		578	0	0	0	0
Long Island Rough Riders	2012	24	D	Botte, Tyler	3	2	269	1	0	0	1
Long Island Rough Riders	2012	17	M	Dennis, Aaron	8	2	431	0	2	3	4
Long Island Rough Riders	2012	14	F	Detelj, Keith	13	14	1164	6	2	32	16
Long Island Rough Riders	2012	2	M	Falcones, David	10	3	512	0	3	0	2
Long Island Rough Riders	2012	3	M	Flood, Gary	12		1080	0	0	0	3
Long Island Rough Riders	2012	11	M	Gabriele, Adriano	6	3	402	1	1	8	6
Long Island Rough Riders	2012	21	D	Garcia, Kevin	10	2	878	1	0	4	8
Long Island Rough Riders	2012	21	D	Hole, William	2		180	0	0	2	2
Long Island Rough Riders	2012	30	F	Howard, Akil	10		545	0	0	2	5
Long Island Rough Riders	2012	7	D	Kramer, Danny	10	5	855	2	1	5	9
Long Island Rough Riders	2012	17	D	Kupfer, Zachary	2		73	0	0	0	0
Long Island Rough Riders	2012	27	F	Magoulas, Gerassimos	8	4	250	2	0	3	2
Long Island Rough Riders	2012	9	F	Megaloudis, Christopher	6		429	0	0	4	3
Long Island Rough Riders	2012	8	M	Mulligan, James	5		312	0	0	2	2
Long Island Rough Riders	2012	12	GK	Naples, Alexander	11		990	0	0	0	0
Long Island Rough Riders	2012	7	D	Parker, Timothy	7	1	509	0	1	2	2
Long Island Rough Riders	2012	27	D	Posillico, Joseph	10		668	0	0	3	15
Long Island Rough Riders	2012	6	M	Sepe, Sean	11	10	769	4	2	14	5
Long Island Rough Riders	2012	22	D	Weinzimer, Adam	15		1205	0	0	3	6
Long Island Rough Riders	2012	6	M	Wendelken, Matthew	8	2	613	1	0	3	10
Long Island Rough Riders	2012	5	D	Wharf, Thomas	6		495	0	0	0	6
New Jersey Rangers	2012	19	F	Adler, Zachary	12	2	332	1	0	3	1
New Jersey Rangers	2012	14	D	Andre, Luis	13		1075	0	0	0	11
New Jersey Rangers	2012	6	D	Brito, Alex	16	1	1220	0	1	1	11
New Jersey Rangers	2012	15	D	Chimhanda, Tatenda	7		291	0	0	0	1
New Jersey Rangers	2012	15	F	Cornwell, David	6	2	252	1	0	4	3
New Jersey Rangers	2012	2	D	Cunha, Phillip	13		1063	0	0	2	16
New Jersey Rangers	2012	12	F	Dietze, Michael	16	9	701	4	1	10	3
New Jersey Rangers	2012	4	M	Gomez, Zachary	11	2	448	1	0	2	6
New Jersey Rangers	2012	16	D	Gorskie, Jason	13		812	0	0	1	6
New Jersey Rangers	2012	6	D	Gorskie, Hunter	2	1	135	0	1	2	3
New Jersey Rangers	2012	28	GK	Graziani, Stephen	4		305	0	0	0	0
New Jersey Rangers	2012	20	F	Harr, Hayden	7		236	0	0	7	6
New Jersey Rangers	2012	26	GK	Killian, Paul	13		1135	0	0	0	0
New Jersey Rangers	2012	13	F	Malijani, Samson	8	9	696	4	1	19	5
New Jersey Rangers	2012	8	F	McVey, Jack	16	24	1294	9	6	34	16
New Jersey Rangers	2012	11	M	Moore, Anthony	15	2	687	1	0	8	2
New Jersey Rangers	2012	7	M	Rasoilo, Daniel	16		1242	0	0	4	22
New Jersey Rangers	2012	23	D	Santos, Nuno	7		141	0	0	0	1
New Jersey Rangers	2012	9	F	Sela, Dritan	3	3	131	1	1	1	2
New Jersey Rangers	2012	15	M	Vasconez, Cristian	7	3	434	1	1	2	2
New Jersey Rangers	2012	10	M	Vest-Hansen, Anders	14	5	1034	2	1	16	17
New Jersey Rangers	2012	17	D	Vilar, Pedro	14	1	1194	0	1	4	10
New Jersey Rangers	2012	21	M	Zalewski, Kevin	12	10	782	3	4	13	7
Reading United AC	2012	9	D	Baker, Matthew	14	1	1260	0	1	0	3
Reading United AC	2012	20	M	Baron, Jacob	3		174	0	0	1	2
Reading United AC	2012	0	M	Broome, Keasel	3		193	0	0	0	0
Reading United AC	2012	18	F	Brown, Deshorn	13	28	1014	13	2	49	13
Reading United AC	2012	19	F	Cardona, Julian	4		60	0	0	3	0
Reading United AC	2012	14	F	Christianson, Ian	9	3	501	1	1	10	3
Reading United AC	2012	6	D	Cochrane, Gregory	11	3	990	1	1	10	1
Reading United AC	2012	12	M	Farfan, Luis	1		23	0	0	0	0
Reading United AC	2012	9	F	FaydHerbe deMaudave, Donovan	7	2	284	0	2	4	1
Reading United AC	2012	8	M	Fernandes, Leonardo	10	1	296	0	1	3	4
Reading United AC	2012	17	F	Finley, Ryan	8	4	473	2	0	24	4
Reading United AC	2012	13	D	Forgue, Brian	2		108	0	0	0	0
Reading United AC	2012	19	M	Gomez, Jose	2		55	0	0	2	0
Reading United AC	2012	12	D	Ibikunle, Olutolani	10	4	880	2	0	3	8
Reading United AC	2012	0	GK	Krotee, Scott	2		135	0	0	0	0
Reading United AC	2012	17	D	Lowe, Damian	2		180				3
Reading United AC	2012	18	M	Marini, Dante	7	2	205	1	0	3	0
Reading United AC	2012	1	GK	Martin, Emmanuel	13		1125	0	0	0	0
Reading United AC	2012	7	D	McCarthy, Kyle	11		701	0	0	2	5
Reading United AC	2012	8	M	Neuman, Steven	12	10	757	3	4	15	5
Reading United AC	2012	9	M	Newnam, Tyler	4	1	165	0	1	0	2
Reading United AC	2012	16	M	Okai, Stephen	15	8	1287	2	4	11	18
Reading United AC	2012	2	M	Peckham, Sean	15		1269	0	0	8	7
Reading United AC	2012	5	M	Portillo, Justin	2		88	0	0	1	1
Reading United AC	2012	20	D	Quinn, Gerard	5		450	0	0	3	1
Reading United AC	2012	20	D	Raj, Jonathan	10		753	0	0	2	4
Reading United AC	2012	15	M	Ribeiro, Pedro	14	10	1075	3	4	30	10
Reading United AC	2012	19	D	Rodriguez, David	3		270	0	0	0	1
Reading United AC	2012	10	M	Victor Baldin, Lucas	7		163	0	0	1	0
Reading United AC	2012	11	F	Wyatt, Paul	15	7	897	3	1	15	11
Westchester Flames	2012	18	D	Amieiro, Michael	3		159	0	0	0	1
Westchester Flames	2012	11	D	Antonopoulos, Dimitri	6		193	0	0	1	2
Westchester Flames	2012	12	M	Berisha, Endri	2		41				
Westchester Flames	2012	0	GK	Bonilla, Ronald	4		360	0	0	0	0
Westchester Flames	2012	21	M	Calixto, Emanuel	11		380	0	0	0	3
Westchester Flames	2012	13	M	Castaneda, Orlando	7		89			3	
Westchester Flames	2012	22	M	Chehebar, Abraham	5		277	0	0	2	6
Westchester Flames	2012	12	F	DeSouza, Raphael	4	2	124	1	0	4	1
Westchester Flames	2012	5	D	Dennen, Christopher	3		270	0	0	1	2
Westchester Flames	2012	3	D	Dillon-Curran, Ryan	10		793	0	0	1	5
Westchester Flames	2012	21	D	Diop, Ababacar	1		59				1
Westchester Flames	2012	4	M	Esposito, Giovanni	16	4	1359	1	2	3	13
Westchester Flames	2012	0	GK	Foncette, Adrian	7		585	0	0	0	0
Westchester Flames	2012	19	M	George, Keston	3		262			5	2
Westchester Flames	2012	10	M	Gomes, Matheus	11	1	667	0	1	12	6
Westchester Flames	2012	7	D	Heredia, Richard	10	7	788	1	5	9	14
Westchester Flames	2012	0	GK	Hernandez, Fabio	1		90				
Westchester Flames	2012	1	GK	Herrera, Christopher	4		315				
Westchester Flames	2012	14	F	Keegan, Jake	12	19	1064	9	1	47	6
Westchester Flames	2012	9	M	Kumah, Albert	4		220	0	0	6	3
Westchester Flames	2012	13	D	Manz, Thomas	15		1164	0	0	2	13
Westchester Flames	2012	8	M	McNamara, Ryan	4		318			3	5
Westchester Flames	2012	15	M	Molano, Cristian	5		251	0	0	2	1
Westchester Flames	2012	16	D	Ogoo, Housainou	11		925	0	0	7	14
Westchester Flames	2012	21	F	Panchano, David	14	4	1161	2	0	7	9
Westchester Flames	2012	9	F	Rodier, Alex	16	7	652	3	1	17	5
Westchester Flames	2012	18	M	Sherman, Badir	8		554	0	0	1	4
Westchester Flames	2012	12	D	Sorice, Nicholas	4		157	0	0	0	4
Westchester Flames	2012	18	M	Velasquez, Diego	14	2	1085	1	0	7	6
Westchester Flames	2012	0	GK	Weiner, Joshua	1		90	0	0	0	0
Westchester Flames	2012	8	M	Williams, Ryan	4	1	99	0	1	2	1
Westchester Flames	2012	19	F	Wright, Nico	8	1	538	0	1	11	7
Westchester Flames	2012	6	D	da Fonte, Michael	9	4	748	2	0	12	10
Boston Victory	2012	27	F	Ahmed, Mohamed Elsayed	4		240	0	0	2	2
Boston Victory	2012	18	D	Ashman, Daniel	2		71	0	0	0	0
Boston Victory	2012	10	M	Assaf, Matheus	12	1	740	0	1	3	9
Boston Victory	2012	1	GK	Bar, Jordan	6		540	0	0	0	1
Boston Victory	2012	7	M	Barros, Fabio	5		193	0	0	2	1
Boston Victory	2012	5	D	Campbell, Keegan	12	2	1080	0	2	1	9
Boston Victory	2012	23	D	DeMelo, David	15		1235	0	0	0	9
Boston Victory	2012	8	M	Dos Santos, Wagner	5		356	0	0	0	8
Boston Victory	2012	21	D	Doyle, Timothy	3		52	0	0	0	0
Boston Victory	2012	3	D	Dumbuya, John	4		360	0	0	2	2
Boston Victory	2012	4	M	Fagundes, Felipe	3		174	0	0	1	4
Boston Victory	2012	2	D	Hamilton, Patrick	14	2	1230	1	0	5	15
Boston Victory	2012	7	F	Jimenez, Rigoberto	3		114	0	0	3	3
Boston Victory	2012	12	GK	Katz, Jason	2		180	0	0	0	0
Boston Victory	2012	19	F	Kaya, Hayk	10	2	597	1	0	5	9
Boston Victory	2012	3	D	Keys, Matthew	5		450	0	0	0	3
Boston Victory	2012	11	M	Latif, Paul	15	1	1043	0	1	13	3
Boston Victory	2012	21	D	Monteiro, Carlos	6		395	0	0	0	3
Boston Victory	2012	15	M	Oost-Lievense, russell	8		571	0	0	3	3
Boston Victory	2012	25	GK	Papageorgiou, Vincent	8		656	0	0	1	2
Boston Victory	2012	27	F	Pessanha, Lucas	7	2	519	1	0	8	5
Boston Victory	2012	6	M	Resendes, Ruben	14		1175	0	0	4	8
Boston Victory	2012	8	M	Santarlasci, Nicholas	5		257	0	0	0	0
Boston Victory	2012	14	M	Santos, Joao	5		327	0	0	0	8
Boston Victory	2012	24	D	Sidibe, Hella	14	1	839	0	1	13	9
Boston Victory	2012	20	M	Sousa, Andrew	10	4	705	2	0	14	8
Boston Victory	2012	18	M	Torres, Bruno	1		35				
Boston Victory	2012	9	F	Veiga, Zico	10		647	0	0	11	6
Boston Victory	2012	22	M	Veiga, Manuel	6	2	401	1	0	4	4
Boston Victory	2012	16	F	Vieira, Alan	11		545	0	0	1	9
CFC Azul	2012	2	D	Boucher, Patrick	13		1131	0	0	6	6
CFC Azul	2012	7	D	Brewer, Justin	15	10	807	5	0	18	18
CFC Azul	2012	4	D	Brickley, Robert	6		495	0	0	3	6
CFC Azul	2012	24	F	Covino, Steven	15	1	1137	0	1	10	18
CFC Azul	2012	18	GK	Cumpstone, Gregory	3	1	225	0	1	0	0
CFC Azul	2012	23	M	Dimecili, Mario	9	8	403	4	0	17	11
CFC Azul	2012	13	D	Dioubate, Mamoubou	1		18	0	0	0	0
CFC Azul	2012	20	M	Doyle, Conor	13	5	866	1	3	16	9
CFC Azul	2012	3	D	Fitzpatrick, Conor	6		469	0	0	1	4
CFC Azul	2012	21	M	Floyd, Edward	12	2	914	1	0	6	7
CFC Azul	2012	19	M	Fokou, Alvi	7	2	184	0	2	2	5
CFC Azul	2012	6	M	Groves, Samuel	11		626	0	0	5	5
CFC Azul	2012	10	F	Jacobson, Peter	2		90	0	0	2	2
CFC Azul	2012	9	D	Kinne, Ryan	15	18	1263	8	2	28	13
CFC Azul	2012	8	M	Lewis, Kevin	6		472	0	0	0	3
CFC Azul	2012	11	M	Menzies, Jesse	15		1313	0	0	6	13
CFC Azul	2012	10	F	Naglestad, Markus	3	6	205	1	4	5	2
CFC Azul	2012	25	M	Narro, Sonny	11	8	629	3	2	11	9
CFC Azul	2012	3	D	Ngweya, Ngaatenowe	2		177	0	0	0	2
CFC Azul	2012	13	F	Obasi, Onua	1		45				
CFC Azul	2012	16	M	Pelletier, Dan	1		2	0	0	0	0
CFC Azul	2012	15	M	Ruiz, Daniel	1		1	0	0	0	0
CFC Azul	2012	1	GK	Sangeloty, Matthew	14		1223	0	0	0	0
CFC Azul	2012	12	D	Sweeney, Sean	4		206	0	0	1	4
CFC Azul	2012	5	D	Tavares, Jeremy	13		1036	0	0	1	2
CFC Azul	2012	17	M	Templeton, Paul	13	3	1045	1	1	17	10
CFC Azul	2012	14	D	Zobre, Bryan	15		349	0	0	0	8
GPS Portland Phoenix	2012	9	F	Anderson, Eric	11	10	444	5	0	14	6
GPS Portland Phoenix	2012	11	F	Bailey, Jack	5		185	0	0	4	2
GPS Portland Phoenix	2012	10	M	Banks, Chris	11	8	695	3	2	17	13
GPS Portland Phoenix	2012	12	F	Barry, Elhadj	7	1	213	0	1	4	0
GPS Portland Phoenix	2012	0	GK	Dieterich, Terrance	12		992	0	0	0	0
GPS Portland Phoenix	2012	14	D	Fekete, Brian	14		1136	0	0	6	15
GPS Portland Phoenix	2012	8	M	Fubara, Itode	15	7	1179	3	1	23	11
GPS Portland Phoenix	2012	6	D	Harries, Neil	10		740	0	0	0	5
GPS Portland Phoenix	2012	2	M	Havey, Benjamin	16	5	1343	2	1	14	24
GPS Portland Phoenix	2012	17	F	Hoek, Sean	14	10	650	5	0	11	5
